Linea;Partida;Dias;Hora;Minuto;Recorrido
Linea 107 Especial;Santa Elena;martes;9;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;9;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;10;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;10;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;11;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;11;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;12;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;12;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;13;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;13;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;14;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;14;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;15;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;15;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;16;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;16;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;17;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;17;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;18;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;18;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;19;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;19;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;20;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;20;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;21;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;martes;21;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;5;40;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;6;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;6;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;7;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;7;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;8;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;8;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;9;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;9;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;10;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;10;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;11;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;11;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;12;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;12;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;13;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;13;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;14;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;14;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;15;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;15;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;16;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;16;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;17;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;17;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;18;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;18;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;19;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;19;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;20;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;20;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;21;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;miercoles;21;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;5;40;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;6;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;6;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;7;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;7;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;8;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;8;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;9;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;9;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;10;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;10;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;11;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;11;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;12;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;12;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;13;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;13;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;14;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;14;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;15;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;15;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;16;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;16;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;17;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;17;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;18;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;18;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;19;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;19;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;20;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;20;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;21;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;jueves;21;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;5;40;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;6;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;6;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;7;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;7;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;8;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;8;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;9;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;9;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;10;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;10;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;11;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;11;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;12;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;12;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;13;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;13;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;14;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;14;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;15;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;15;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;16;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;16;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;17;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;17;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;18;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;18;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;19;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;19;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;20;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;20;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;21;0;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Santa Elena;viernes;21;30;De: Washington, S.Garcia, F.Aldunate, Bulevar, Florida, Montecaseros, Avda. Soriano.
Linea 107 Especial;Hospital;lunes;6;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;6;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;7;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;7;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;8;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;8;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;9;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;9;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;10;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;10;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;11;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;11;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;12;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;12;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;13;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;13;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;14;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;14;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;15;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;15;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;16;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;16;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;17;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;17;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;18;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;18;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;19;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;19;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;20;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;20;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;lunes;21;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;6;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;6;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;7;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;7;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;8;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;8;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;9;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;9;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;10;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;10;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;11;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;11;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;12;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;12;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;13;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;13;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;14;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;14;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;15;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;15;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;16;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;16;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;17;0;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
Linea 107 Especial;Hospital;martes;17;30;De:  Avda. Soriano, Zorrilla, Uruguay, Bulevar, F.Aldunate, S.Garcia, Exodo,  E.Chaplin, Washington.
